t:      z:         z':
1.802   -0.260374   0.0829473
1.803   -0.26029   0.0843754
1.804   -0.260205   0.0858018
1.805   -0.260119   0.0872267
1.806   -0.260031   0.08865
1.807   -0.259941   0.0900716
1.808   -0.259851   0.0914917
1.809   -0.259758   0.0929101
1.81   -0.259665   0.0943268
1.811   -0.25957   0.0957419
1.812   -0.259473   0.0971554
1.813   -0.259375   0.0985672
1.814   -0.259276   0.0999773
1.815   -0.259175   0.101386
1.816   -0.259073   0.102793
1.817   -0.25897   0.104198
1.818   -0.258865   0.105601
1.819   -0.258759   0.107003
1.82   -0.258651   0.108402
1.821   -0.258542   0.109801
1.822   -0.258431   0.111197
1.823   -0.25832   0.112592
1.824   -0.258206   0.113985
1.825   -0.258092   0.115376
1.826   -0.257975   0.116766
1.827   -0.257858   0.118153
1.828   -0.257739   0.119539
1.829   -0.257619   0.120923
1.83   -0.257497   0.122305
1.831   -0.257374   0.123686
1.832   -0.25725   0.125065
1.833   -0.257124   0.126441
1.834   -0.256997   0.127816
1.835   -0.256869   0.12919
1.836   -0.256739   0.130561
1.837   -0.256607   0.13193
1.838   -0.256475   0.133298
1.839   -0.256341   0.134664
1.84   -0.256206   0.136028
1.841   -0.256069   0.13739
1.842   -0.255931   0.13875
1.843   -0.255791   0.140108
1.844   -0.255651   0.141464
1.845   -0.255508   0.142818
1.846   -0.255365   0.144171
1.847   -0.25522   0.145521
1.848   -0.255074   0.14687
1.849   -0.254926   0.148216
1.85   -0.254777   0.149561
1.851   -0.254627   0.150904
1.852   -0.254476   0.152244
1.853   -0.254323   0.153583
1.854   -0.254168   0.15492
1.855   -0.254013   0.156255
1.856   -0.253856   0.157587
1.857   -0.253698   0.158918
1.858   -0.253538   0.160247
1.859   -0.253377   0.161573
1.86   -0.253215   0.162898
1.861   -0.253051   0.164221
1.862   -0.252886   0.165541
1.863   -0.25272   0.16686
1.864   -0.252553   0.168176
1.865   -0.252384   0.16949
1.866   -0.252214   0.170803
1.867   -0.252042   0.172113
1.868   -0.25187   0.173421
1.869   -0.251695   0.174727
1.87   -0.25152   0.17603
1.871   -0.251343   0.177332
1.872   -0.251165   0.178632
1.873   -0.250986   0.179929
1.874   -0.250806   0.181224
1.875   -0.250624   0.182518
1.876   -0.250441   0.183809
1.877   -0.250256   0.185097
1.878   -0.25007   0.186384
1.879   -0.249883   0.187668
1.88   -0.249695   0.188951
1.881   -0.249505   0.190231
1.882   -0.249315   0.191509
1.883   -0.249122   0.192784
1.884   -0.248929   0.194058
1.885   -0.248734   0.195329
1.886   -0.248538   0.196598
1.887   -0.248341   0.197864
1.888   -0.248143   0.199129
1.889   -0.247943   0.200391
1.89   -0.247742   0.201651
1.891   -0.24754   0.202909
1.892   -0.247336   0.204164
1.893   -0.247131   0.205417
1.894   -0.246925   0.206668
1.895   -0.246718   0.207916
1.896   -0.246509   0.209162
1.897   -0.2463   0.210406
1.898   -0.246089   0.211648
1.899   -0.245876   0.212887
1.9   -0.245663   0.214124
1.901   -0.245448   0.215358
1.902   -0.245232   0.21659
1.903   -0.245015   0.21782
1.904   -0.244796   0.219047
1.905   -0.244577   0.220272
1.906   -0.244356   0.221495
1.907   -0.244134   0.222715
1.908   -0.24391   0.223933
1.909   -0.243686   0.225148
1.91   -0.24346   0.226361
1.911   -0.243233   0.227572
1.912   -0.243005   0.22878
1.913   -0.242776   0.229986
1.914   -0.242545   0.231189
1.915   -0.242313   0.23239
1.916   -0.24208   0.233588
1.917   -0.241846   0.234784
1.918   -0.241611   0.235977
1.919   -0.241374   0.237168
1.92   -0.241136   0.238356
1.921   -0.240897   0.239542
1.922   -0.240657   0.240726
1.923   -0.240416   0.241906
1.924   -0.240173   0.243085
1.925   -0.23993   0.244261
1.926   -0.239685   0.245434
1.927   -0.239439   0.246605
1.928   -0.239192   0.247773
1.929   -0.238943   0.248938
1.93   -0.238694   0.250102
1.931   -0.238443   0.251262
1.932   -0.238191   0.25242
1.933   -0.237938   0.253575
1.934   -0.237684   0.254728
1.935   -0.237429   0.255878
1.936   -0.237172   0.257026
1.937   -0.236915   0.258171
1.938   -0.236656   0.259313
1.939   -0.236396   0.260453
1.94   -0.236135   0.26159
1.941   -0.235873   0.262724
1.942   -0.23561   0.263856
1.943   -0.235345   0.264985
1.944   -0.23508   0.266111
1.945   -0.234813   0.267235
1.946   -0.234545   0.268356
1.947   -0.234276   0.269475
1.948   -0.234006   0.27059
1.949   -0.233735   0.271703
1.95   -0.233463   0.272814
1.951   -0.23319   0.273921
1.952   -0.232915   0.275026
1.953   -0.23264   0.276128
1.954   -0.232363   0.277228
1.955   -0.232085   0.278324
1.956   -0.231806   0.279418
1.957   -0.231526   0.280509
1.958   -0.231245   0.281598
1.959   -0.230963   0.282684
1.96   -0.23068   0.283766
1.961   -0.230396   0.284846
1.962   -0.23011   0.285924
1.963   -0.229824   0.286998
1.964   -0.229536   0.28807
1.965   -0.229248   0.289139
1.966   -0.228958   0.290205
1.967   -0.228667   0.291268
1.968   -0.228375   0.292329
1.969   -0.228082   0.293386
1.97   -0.227789   0.294441
1.971   -0.227494   0.295493
1.972   -0.227198   0.296542
1.973   -0.2269   0.297588
1.974   -0.226602   0.298632
1.975   -0.226303   0.299672
1.976   -0.226003   0.30071
1.977   -0.225702   0.301744
1.978   -0.2254   0.302776
1.979   -0.225096   0.303805
1.98   -0.224792   0.304831
1.981   -0.224487   0.305854
1.982   -0.22418   0.306874
1.983   -0.223873   0.307892
1.984   -0.223564   0.308906
1.985   -0.223255   0.309917
1.986   -0.222945   0.310926
1.987   -0.222633   0.311931
1.988   -0.222321   0.312934
1.989   -0.222007   0.313933
1.99   -0.221693   0.31493
1.991   -0.221377   0.315923
1.992   -0.221061   0.316914
1.993   -0.220744   0.317902
1.994   -0.220425   0.318886
1.995   -0.220106   0.319868
1.996   -0.219786   0.320847
1.997   -0.219464   0.321822
1.998   -0.219142   0.322795
1.999   -0.218819   0.323764
2   -0.218494   0.324731
2.001   -0.218169   0.325694
2.002   -0.217843   0.326655
2.003   -0.217516   0.327612
2.004   -0.217188   0.328567
2.005   -0.216859   0.329518
2.006   -0.216529   0.330466
2.007   -0.216198   0.331411
2.008   -0.215866   0.332353
2.009   -0.215533   0.333292
2.01   -0.215199   0.334228
2.011   -0.214865   0.335161
2.012   -0.214529   0.33609
2.013   -0.214192   0.337017
2.014   -0.213855   0.33794
2.015   -0.213517   0.338861
2.016   -0.213177   0.339778
2.017   -0.212837   0.340692
2.018   -0.212496   0.341603
2.019   -0.212154   0.34251
2.02   -0.211811   0.343415
2.021   -0.211467   0.344316
2.022   -0.211122   0.345215
2.023   -0.210777   0.34611
2.024   -0.21043   0.347002
2.025   -0.210083   0.34789
2.026   -0.209734   0.348776
2.027   -0.209385   0.349658
2.028   -0.209035   0.350537
2.029   -0.208684   0.351413
2.03   -0.208332   0.352286
2.031   -0.207979   0.353156
2.032   -0.207626   0.354022
2.033   -0.207271   0.354885
2.034   -0.206916   0.355745
2.035   -0.20656   0.356601
2.036   -0.206203   0.357455
2.037   -0.205845   0.358305
2.038   -0.205486   0.359152
2.039   -0.205127   0.359995
2.04   -0.204766   0.360835
2.041   -0.204405   0.361672
2.042   -0.204043   0.362506
2.043   -0.20368   0.363337
2.044   -0.203316   0.364164
2.045   -0.202952   0.364988
2.046   -0.202586   0.365808
2.047   -0.20222   0.366626
2.048   -0.201853   0.36744
2.049   -0.201485   0.36825
2.05   -0.201116   0.369058
2.051   -0.200747   0.369862
2.052   -0.200377   0.370662
2.053   -0.200006   0.37146
2.054   -0.199634   0.372254
2.055   -0.199261   0.373044
2.056   -0.198888   0.373832
2.057   -0.198513   0.374616
2.058   -0.198138   0.375396
2.059   -0.197763   0.376173
2.06   -0.197386   0.376947
2.061   -0.197009   0.377718
2.062   -0.196631   0.378485
2.063   -0.196252   0.379249
2.064   -0.195872   0.380009
2.065   -0.195492   0.380766
2.066   -0.195111   0.381519
2.067   -0.194729   0.38227
2.068   -0.194346   0.383016
2.069   -0.193963   0.38376
2.07   -0.193579   0.384499
2.071   -0.193194   0.385236
2.072   -0.192808   0.385969
2.073   -0.192422   0.386698
2.074   -0.192035   0.387425
2.075   -0.191647   0.388147
2.076   -0.191258   0.388867
2.077   -0.190869   0.389582
2.078   -0.190479   0.390295
2.079   -0.190089   0.391004
2.08   -0.189697   0.391709
2.081   -0.189305   0.392411
2.082   -0.188912   0.393109
2.083   -0.188519   0.393804
2.084   -0.188125   0.394496
2.085   -0.18773   0.395184
2.086   -0.187334   0.395868
2.087   -0.186938   0.396549
2.088   -0.186541   0.397227
2.089   -0.186144   0.397901
2.09   -0.185746   0.398571
2.091   -0.185347   0.399238
2.092   -0.184947   0.399902
2.093   -0.184547   0.400562
2.094   -0.184146   0.401218
2.095   -0.183744   0.401871
2.096   -0.183342   0.40252
2.097   -0.182939   0.403166
2.098   -0.182536   0.403808
2.099   -0.182132   0.404447
2.1   -0.181727   0.405082
2.101   -0.181322   0.405714
2.102   -0.180916   0.406342
2.103   -0.180509   0.406966
2.104   -0.180102   0.407587
2.105   -0.179694   0.408204
2.106   -0.179285   0.408818
2.107   -0.178876   0.409428
2.108   -0.178466   0.410035
2.109   -0.178056   0.410637
2.11   -0.177645   0.411237
2.111   -0.177234   0.411833
2.112   -0.176821   0.412425
2.113   -0.176409   0.413013
2.114   -0.175995   0.413598
2.115   -0.175582   0.414179
2.116   -0.175167   0.414757
2.117   -0.174752   0.415331
2.118   -0.174336   0.415902
2.119   -0.17392   0.416469
2.12   -0.173503   0.417032
2.121   -0.173086   0.417591
2.122   -0.172668   0.418147
2.123   -0.17225   0.418699
2.124   -0.171831   0.419248
2.125   -0.171411   0.419793
2.126   -0.170991   0.420334
2.127   -0.170571   0.420872
2.128   -0.17015   0.421406
2.129   -0.169728   0.421936
2.13   -0.169306   0.422463
2.131   -0.168883   0.422986
2.132   -0.16846   0.423505
2.133   -0.168036   0.424021
2.134   -0.167612   0.424533
2.135   -0.167187   0.425041
2.136   -0.166762   0.425546
2.137   -0.166336   0.426047
2.138   -0.16591   0.426544
2.139   -0.165483   0.427038
2.14   -0.165055   0.427527
2.141   -0.164628   0.428014
2.142   -0.164199   0.428496
2.143   -0.163771   0.428975
2.144   -0.163341   0.42945
2.145   -0.162912   0.429921
2.146   -0.162482   0.430388
2.147   -0.162051   0.430852
2.148   -0.16162   0.431312
2.149   -0.161188   0.431769
2.15   -0.160756   0.432221
2.151   -0.160324   0.43267
2.152   -0.159891   0.433116
2.153   -0.159458   0.433557
2.154   -0.159024   0.433995
2.155   -0.15859   0.434429
2.156   -0.158155   0.434859
2.157   -0.15772   0.435285
2.158   -0.157285   0.435708
2.159   -0.156849   0.436127
2.16   -0.156412   0.436542
2.161   -0.155976   0.436954
2.162   -0.155538   0.437362
2.163   -0.155101   0.437765
2.164   -0.154663   0.438166
2.165   -0.154224   0.438562
2.166   -0.153786   0.438955
2.167   -0.153347   0.439344
2.168   -0.152907   0.439729
2.169   -0.152467   0.44011
2.17   -0.152027   0.440487
2.171   -0.151586   0.440861
2.172   -0.151145   0.441231
2.173   -0.150704   0.441597
2.174   -0.150262   0.44196
2.175   -0.14982   0.442318
2.176   -0.149377   0.442673
2.177   -0.148934   0.443024
2.178   -0.148491   0.443371
2.179   -0.148048   0.443715
2.18   -0.147604   0.444054
2.181   -0.14716   0.44439
2.182   -0.146715   0.444722
2.183   -0.14627   0.44505
2.184   -0.145825   0.445375
2.185   -0.145379   0.445695
2.186   -0.144934   0.446012
2.187   -0.144487   0.446325
2.188   -0.144041   0.446634
2.189   -0.143594   0.446939
2.19   -0.143147   0.447241
2.191   -0.1427   0.447539
2.192   -0.142252   0.447833
2.193   -0.141804   0.448123
2.194   -0.141356   0.448409
2.195   -0.140907   0.448691
2.196   -0.140458   0.44897
2.197   -0.140009   0.449244
2.198   -0.13956   0.449515
2.199   -0.13911   0.449782
2.2   -0.13866   0.450046
2.201   -0.13821   0.450305
2.202   -0.13776   0.450561
2.203   -0.137309   0.450812
2.204   -0.136858   0.45106
2.205   -0.136407   0.451304
2.206   -0.135955   0.451544
2.207   -0.135504   0.451781
2.208   -0.135052   0.452013
2.209   -0.1346   0.452242
2.21   -0.134147   0.452467
2.211   -0.133695   0.452688
2.212   -0.133242   0.452905
2.213   -0.132789   0.453118
2.214   -0.132336   0.453328
2.215   -0.131882   0.453533
2.216   -0.131429   0.453735
2.217   -0.130975   0.453933
2.218   -0.130521   0.454127
2.219   -0.130067   0.454317
2.22   -0.129612   0.454503
2.221   -0.129158   0.454686
2.222   -0.128703   0.454864
2.223   -0.128248   0.455039
2.224   -0.127793   0.45521
2.225   -0.127337   0.455377
2.226   -0.126882   0.45554
2.227   -0.126426   0.455699
2.228   -0.125971   0.455855
2.229   -0.125515   0.456006
2.23   -0.125059   0.456154
2.231   -0.124602   0.456298
2.232   -0.124146   0.456438
2.233   -0.123689   0.456574
2.234   -0.123233   0.456707
2.235   -0.122776   0.456835
2.236   -0.122319   0.45696
2.237   -0.121862   0.45708
2.238   -0.121405   0.457197
2.239   -0.120948   0.45731
2.24   -0.12049   0.457419
2.241   -0.120033   0.457524
2.242   -0.119575   0.457626
2.243   -0.119118   0.457723
2.244   -0.11866   0.457817
2.245   -0.118202   0.457907
2.246   -0.117744   0.457993
2.247   -0.117286   0.458075
2.248   -0.116828   0.458153
2.249   -0.11637   0.458227
2.25   -0.115911   0.458298
2.251   -0.115453   0.458365
2.252   -0.114995   0.458427
2.253   -0.114536   0.458486
2.254   -0.114078   0.458541
2.255   -0.113619   0.458593
2.256   -0.113161   0.45864
2.257   -0.112702   0.458683
2.258   -0.112243   0.458723
2.259   -0.111784   0.458759
2.26   -0.111326   0.458791
2.261   -0.110867   0.458819
2.262   -0.110408   0.458843
2.263   -0.109949   0.458863
2.264   -0.10949   0.45888
2.265   -0.109031   0.458892
2.266   -0.108573   0.458901
2.267   -0.108114   0.458906
2.268   -0.107655   0.458907
2.269   -0.107196   0.458904
2.27   -0.106737   0.458898
2.271   -0.106278   0.458887
2.272   -0.105819   0.458873
2.273   -0.10536   0.458855
2.274   -0.104901   0.458833
2.275   -0.104443   0.458807
2.276   -0.103984   0.458777
2.277   -0.103525   0.458744
2.278   -0.103066   0.458706
2.279   -0.102608   0.458665
2.28   -0.102149   0.45862
2.281   -0.10169   0.458571
2.282   -0.101232   0.458518
2.283   -0.100773   0.458462
2.284   -0.100315   0.458401
2.285   -0.0998566   0.458337
2.286   -0.0993983   0.458269
2.287   -0.0989401   0.458197
2.288   -0.0984819   0.458122
2.289   -0.0980238   0.458042
2.29   -0.0975658   0.457959
2.291   -0.0971079   0.457871
2.292   -0.0966501   0.45778
2.293   -0.0961923   0.457686
2.294   -0.0957347   0.457587
2.295   -0.0952772   0.457485
2.296   -0.0948197   0.457378
2.297   -0.0943624   0.457268
2.298   -0.0939052   0.457154
2.299   -0.0934481   0.457037
2.3   -0.0929911   0.456915
2.301   -0.0925343   0.45679
2.302   -0.0920776   0.456661
2.303   -0.091621   0.456528
2.304   -0.0911645   0.456391
2.305   -0.0907082   0.456251
2.306   -0.090252   0.456106
2.307   -0.089796   0.455958
2.308   -0.0893401   0.455807
2.309   -0.0888844   0.455651
2.31   -0.0884288   0.455491
2.311   -0.0879734   0.455328
2.312   -0.0875181   0.455161
2.313   -0.087063   0.45499
2.314   -0.0866081   0.454816
2.315   -0.0861534   0.454638
2.316   -0.0856989   0.454456
2.317   -0.0852445   0.45427
2.318   -0.0847903   0.45408
2.319   -0.0843364   0.453887
2.32   -0.0838826   0.45369
2.321   -0.083429   0.453489
2.322   -0.0829756   0.453284
2.323   -0.0825224   0.453076
2.324   -0.0820694   0.452864
2.325   -0.0816167   0.452648
2.326   -0.0811641   0.452428
2.327   -0.0807118   0.452205
2.328   -0.0802597   0.451978
2.329   -0.0798079   0.451747
2.33   -0.0793562   0.451512
2.331   -0.0789048   0.451274
2.332   -0.0784537   0.451032
2.333   -0.0780028   0.450786
2.334   -0.0775521   0.450537
2.335   -0.0771017   0.450284
2.336   -0.0766516   0.450027
2.337   -0.0762017   0.449766
2.338   -0.075752   0.449502
2.339   -0.0753027   0.449234
2.34   -0.0748536   0.448963
2.341   -0.0744047   0.448687
2.342   -0.0739562   0.448408
2.343   -0.0735079   0.448125
2.344   -0.0730599   0.447839
2.345   -0.0726122   0.447549
2.346   -0.0721648   0.447255
2.347   -0.0717177   0.446958
2.348   -0.0712709   0.446657
2.349   -0.0708244   0.446352
2.35   -0.0703782   0.446044
2.351   -0.0699323   0.445731
2.352   -0.0694868   0.445416
2.353   -0.0690415   0.445096
2.354   -0.0685966   0.444773
2.355   -0.068152   0.444447
2.356   -0.0677077   0.444116
2.357   -0.0672637   0.443782
2.358   -0.0668201   0.443445
2.359   -0.0663768   0.443104
2.36   -0.0659339   0.442759
2.361   -0.0654913   0.442411
2.362   -0.0650491   0.442059
2.363   -0.0646072   0.441703
2.364   -0.0641657   0.441344
2.365   -0.0637245   0.440981
2.366   -0.0632837   0.440614
2.367   -0.0628433   0.440244
2.368   -0.0624032   0.439871
2.369   -0.0619635   0.439494
2.37   -0.0615242   0.439113
2.371   -0.0610853   0.438728
2.372   -0.0606468   0.438341
2.373   -0.0602086   0.437949
2.374   -0.0597709   0.437554
2.375   -0.0593335   0.437156
2.376   -0.0588966   0.436753
2.377   -0.05846   0.436348
2.378   -0.0580239   0.435939
2.379   -0.0575882   0.435526
2.38   -0.0571528   0.43511
2.381   -0.0567179   0.43469
2.382   -0.0562835   0.434266
2.383   -0.0558494   0.43384
2.384   -0.0554158   0.433409
2.385   -0.0549826   0.432975
2.386   -0.0545498   0.432538
2.387   -0.0541175   0.432097
2.388   -0.0536856   0.431653
2.389   -0.0532542   0.431205
2.39   -0.0528232   0.430754
2.391   -0.0523927   0.430299
2.392   -0.0519626   0.429841
2.393   -0.051533   0.429379
2.394   -0.0511039   0.428914
2.395   -0.0506752   0.428445
2.396   -0.050247   0.427973
2.397   -0.0498192   0.427498
2.398   -0.049392   0.427019
2.399   -0.0489652   0.426537
2.4   -0.0485389   0.426051
2.401   -0.0481131   0.425562
2.402   -0.0476878   0.425069
2.403   -0.047263   0.424573
2.404   -0.0468387   0.424074
2.405   -0.0464148   0.423571
2.406   -0.0459915   0.423065
2.407   -0.0455687   0.422555
2.408   -0.0451464   0.422042
2.409   -0.0447246   0.421526
2.41   -0.0443033   0.421006
2.411   -0.0438826   0.420483
2.412   -0.0434624   0.419957
2.413   -0.0430427   0.419427
2.414   -0.0426235   0.418894
2.415   -0.0422049   0.418358
2.416   -0.0417868   0.417818
2.417   -0.0413693   0.417275
2.418   -0.0409523   0.416729
2.419   -0.0405358   0.416179
2.42   -0.0401199   0.415626
2.421   -0.0397046   0.41507
2.422   -0.0392898   0.41451
2.423   -0.0388755   0.413947
2.424   -0.0384619   0.413381
2.425   -0.0380488   0.412812
2.426   -0.0376363   0.412239
2.427   -0.0372243   0.411663
2.428   -0.0368129   0.411084
2.429   -0.0364021   0.410502
2.43   -0.0359919   0.409916
2.431   -0.0355823   0.409327
2.432   -0.0351733   0.408735
2.433   -0.0347648   0.40814
2.434   -0.034357   0.407541
2.435   -0.0339498   0.406939
2.436   -0.0335431   0.406334
2.437   -0.0331371   0.405726
2.438   -0.0327317   0.405115
2.439   -0.0323269   0.4045
2.44   -0.0319227   0.403883
2.441   -0.0315191   0.403262
2.442   -0.0311161   0.402638
2.443   -0.0307138   0.402011
2.444   -0.0303121   0.401381
2.445   -0.0299111   0.400747
2.446   -0.0295106   0.400111
2.447   -0.0291108   0.399471
2.448   -0.0287117   0.398829
2.449   -0.0283132   0.398183
2.45   -0.0279153   0.397534
2.451   -0.0275181   0.396882
2.452   -0.0271216   0.396227
2.453   -0.0267257   0.395569
2.454   -0.0263304   0.394907
2.455   -0.0259359   0.394243
2.456   -0.0255419   0.393576
2.457   -0.0251487   0.392905
2.458   -0.0247561   0.392232
2.459   -0.0243642   0.391555
2.46   -0.023973   0.390876
2.461   -0.0235825   0.390194
2.462   -0.0231926   0.389508
2.463   -0.0228035   0.38882
2.464   -0.022415   0.388128
2.465   -0.0220272   0.387434
2.466   -0.0216401   0.386736
2.467   -0.0212537   0.386036
2.468   -0.0208681   0.385333
2.469   -0.0204831   0.384626
2.47   -0.0200988   0.383917
2.471   -0.0197152   0.383205
2.472   -0.0193324   0.38249
2.473   -0.0189503   0.381772
2.474   -0.0185689   0.381051
2.475   -0.0181882   0.380328
2.476   -0.0178082   0.379601
2.477   -0.017429   0.378871
2.478   -0.0170505   0.378139
2.479   -0.0166727   0.377404
2.48   -0.0162957   0.376666
2.481   -0.0159194   0.375925
2.482   -0.0155438   0.375181
2.483   -0.015169   0.374434
2.484   -0.0147949   0.373685
2.485   -0.0144216   0.372933
2.486   -0.0140491   0.372177
2.487   -0.0136773   0.37142
2.488   -0.0133062   0.370659
2.489   -0.012936   0.369896
2.49   -0.0125664   0.369129
2.491   -0.0121977   0.36836
2.492   -0.0118297   0.367589
2.493   -0.0114625   0.366814
2.494   -0.0110961   0.366037
2.495   -0.0107305   0.365257
2.496   -0.0103656   0.364475
2.497   -0.0100015   0.363689
2.498   -0.00963821   0.362901
2.499   -0.0092757   0.362111
2.5   -0.00891399   0.361317
2.501   -0.00855307   0.360521
2.502   -0.00819294   0.359723
2.503   -0.00783362   0.358921
2.504   -0.0074751   0.358117
2.505   -0.00711739   0.357311
2.506   -0.00676048   0.356501
2.507   -0.00640439   0.35569
2.508   -0.0060491   0.354875
2.509   -0.00569464   0.354058
2.51   -0.00534099   0.353238
2.511   -0.00498816   0.352416
2.512   -0.00463616   0.351592
2.513   -0.00428498   0.350764
2.514   -0.00393463   0.349934
2.515   -0.00358511   0.349102
2.516   -0.00323643   0.348267
2.517   -0.00288858   0.34743
2.518   -0.00254157   0.34659
2.519   -0.0021954   0.345747
2.52   -0.00185007   0.344902
2.521   -0.0015056   0.344055
2.522   -0.00116197   0.343205
2.523   -0.000819187   0.342353
2.524   -0.000477261   0.341498
2.525   -0.000136191   0.340641
2.526   0.00020402   0.339781
2.527   0.00054337   0.338919
2.528   0.000881857   0.338055
2.529   0.00121948   0.337188
2.53   0.00155623   0.336319
2.531   0.00189211   0.335447
2.532   0.00222712   0.334573
2.533   0.00256126   0.333697
2.534   0.00289452   0.332818
2.535   0.0032269   0.331937
2.536   0.00355839   0.331054
2.537   0.003889   0.330168
2.538   0.00421873   0.32928
2.539   0.00454756   0.32839
2.54   0.0048755   0.327497
2.541   0.00520255   0.326602
2.542   0.00552871   0.325705
2.543   0.00585396   0.324806
2.544   0.00617832   0.323905
2.545   0.00650177   0.323001
2.546   0.00682432   0.322095
2.547   0.00714596   0.321187
2.548   0.00746669   0.320276
2.549   0.00778651   0.319364
2.55   0.00810542   0.318449
2.551   0.00842341   0.317532
2.552   0.00874048   0.316613
2.553   0.00905664   0.315692
2.554   0.00937187   0.314768
2.555   0.00968617   0.313843
2.556   0.00999955   0.312915
2.557   0.010312   0.311985
2.558   0.0106235   0.311054
2.559   0.0109341   0.31012
2.56   0.0112438   0.309184
2.561   0.0115525   0.308246
2.562   0.0118603   0.307306
2.563   0.0121671   0.306364
2.564   0.012473   0.30542
2.565   0.0127779   0.304474
2.566   0.0130819   0.303526
2.567   0.013385   0.302575
2.568   0.0136871   0.301623
2.569   0.0139882   0.300669
2.57   0.0142884   0.299713
2.571   0.0145876   0.298755
2.572   0.0148859   0.297796
2.573   0.0151832   0.296834
2.574   0.0154796   0.29587
2.575   0.015775   0.294905
2.576   0.0160694   0.293937
2.577   0.0163628   0.292968
2.578   0.0166553   0.291997
2.579   0.0169468   0.291023
2.58   0.0172374   0.290049
2.581   0.0175269   0.289072
2.582   0.0178155   0.288093
2.583   0.0181031   0.287113
2.584   0.0183897   0.286131
2.585   0.0186754   0.285147
2.586   0.01896   0.284161
2.587   0.0192437   0.283174
2.588   0.0195264   0.282185
2.589   0.0198081   0.281194
2.59   0.0200888   0.280201
2.591   0.0203685   0.279207
2.592   0.0206472   0.278211
2.593   0.0209249   0.277213
2.594   0.0212016   0.276214
2.595   0.0214773   0.275212
2.596   0.021752   0.27421
2.597   0.0220257   0.273205
2.598   0.0222984   0.272199
2.599   0.0225701   0.271192
2.6   0.0228408   0.270183
2.601   0.0231105   0.269172
2.602   0.0233792   0.268159
2.603   0.0236468   0.267145
2.604   0.0239135   0.26613
2.605   0.0241791   0.265113
2.606   0.0244437   0.264094
2.607   0.0247073   0.263074
2.608   0.0249698   0.262053
2.609   0.0252314   0.26103
2.61   0.0254919   0.260005
2.611   0.0257514   0.258979
2.612   0.0260099   0.257952
2.613   0.0262673   0.256923
2.614   0.0265237   0.255892
2.615   0.0267791   0.254861
2.616   0.0270334   0.253828
2.617   0.0272867   0.252793
2.618   0.027539   0.251757
2.619   0.0277902   0.25072
2.62   0.0280404   0.249681
2.621   0.0282896   0.248641
2.622   0.0285377   0.2476
2.623   0.0287848   0.246557
2.624   0.0290308   0.245513
2.625   0.0292758   0.244468
2.626   0.0295198   0.243422
2.627   0.0297627   0.242374
2.628   0.0300045   0.241325
2.629   0.0302453   0.240274
2.63   0.0304851   0.239223
2.631   0.0307238   0.23817
2.632   0.0309614   0.237116
2.633   0.031198   0.236061
2.634   0.0314335   0.235005
2.635   0.031668   0.233948
2.636   0.0319014   0.232889
2.637   0.0321338   0.231829
2.638   0.0323651   0.230768
2.639   0.0325953   0.229706
2.64   0.0328245   0.228643
2.641   0.0330526   0.227579
2.642   0.0332797   0.226514
2.643   0.0335056   0.225448
2.644   0.0337306   0.22438
2.645   0.0339544   0.223312
2.646   0.0341772   0.222243
2.647   0.0343989   0.221172
2.648   0.0346195   0.220101
2.649   0.0348391   0.219029
2.65   0.0350576   0.217955
2.651   0.035275   0.216881
2.652   0.0354913   0.215806
2.653   0.0357066   0.21473
2.654   0.0359208   0.213653
2.655   0.0361339   0.212575
2.656   0.0363459   0.211496
2.657   0.0365569   0.210416
2.658   0.0367668   0.209336
2.659   0.0369756   0.208254
2.66   0.0371833   0.207172
2.661   0.0373899   0.206089
2.662   0.0375955   0.205005
2.663   0.0377999   0.20392
2.664   0.0380033   0.202835
2.665   0.0382056   0.201749
2.666   0.0384068   0.200662
2.667   0.0386069   0.199574
2.668   0.038806   0.198486
2.669   0.0390039   0.197396
2.67   0.0392007   0.196307
2.671   0.0393965   0.195216
2.672   0.0395912   0.194125
2.673   0.0397848   0.193033
2.674   0.0399772   0.191941
2.675   0.0401686   0.190847
2.676   0.0403589   0.189754
2.677   0.0405481   0.188659
2.678   0.0407363   0.187564
2.679   0.0409233   0.186469
2.68   0.0411092   0.185373
2.681   0.041294   0.184276
2.682   0.0414777   0.183179
2.683   0.0416604   0.182081
2.684   0.0418419   0.180983
2.685   0.0420223   0.179884
2.686   0.0422017   0.178785
2.687   0.0423799   0.177685
2.688   0.042557   0.176585
2.689   0.0427331   0.175485
2.69   0.042908   0.174384
2.691   0.0430818   0.173282
2.692   0.0432546   0.17218
2.693   0.0434262   0.171078
2.694   0.0435967   0.169976
2.695   0.0437662   0.168873
2.696   0.0439345   0.167769
2.697   0.0441017   0.166666
2.698   0.0442678   0.165562
2.699   0.0444328   0.164458
2.7   0.0445967   0.163353
2.701   0.0447595   0.162248
2.702   0.0449212   0.161143
2.703   0.0450818   0.160038
2.704   0.0452413   0.158933
2.705   0.0453997   0.157827
2.706   0.045557   0.156721
2.707   0.0457131   0.155615
2.708   0.0458682   0.154508
2.709   0.0460221   0.153402
2.71   0.046175   0.152295
2.711   0.0463267   0.151189
2.712   0.0464774   0.150082
2.713   0.0466269   0.148975
2.714   0.0467753   0.147868
2.715   0.0469226   0.14676
2.716   0.0470688   0.145653
2.717   0.0472139   0.144546
2.718   0.0473579   0.143439
2.719   0.0475008   0.142331
