t:      z:         z':
-0.584   1.1337   0.00455395
-0.585   1.1337   0.00518301
-0.586   1.13369   0.00581106
-0.587   1.13369   0.00643811
-0.588   1.13368   0.00706415
-0.589   1.13367   0.00768918
-0.59   1.13366   0.0083132
-0.591   1.13366   0.00893621
-0.592   1.13365   0.00955821
-0.593   1.13364   0.0101792
-0.594   1.13363   0.0107992
-0.595   1.13361   0.0114182
-0.596   1.1336   0.0120361
-0.597   1.13359   0.0126531
-0.598   1.13358   0.013269
-0.599   1.13356   0.0138839
-0.6   1.13355   0.0144978
-0.601   1.13354   0.0151107
-0.602   1.13352   0.0157226
-0.603   1.1335   0.0163335
-0.604   1.13349   0.0169434
-0.605   1.13347   0.0175522
-0.606   1.13345   0.01816
-0.607   1.13343   0.0187669
-0.608   1.13341   0.0193727
-0.609   1.13339   0.0199775
-0.61   1.13337   0.0205812
-0.611   1.13335   0.021184
-0.612   1.13333   0.0217857
-0.613   1.13331   0.0223865
-0.614   1.13329   0.0229862
-0.615   1.13326   0.0235849
-0.616   1.13324   0.0241825
-0.617   1.13322   0.0247792
-0.618   1.13319   0.0253748
-0.619   1.13316   0.0259695
-0.62   1.13314   0.0265631
-0.621   1.13311   0.0271556
-0.622   1.13308   0.0277472
-0.623   1.13306   0.0283378
-0.624   1.13303   0.0289273
-0.625   1.133   0.0295158
-0.626   1.13297   0.0301033
-0.627   1.13294   0.0306898
-0.628   1.13291   0.0312752
-0.629   1.13288   0.0318597
-0.63   1.13284   0.0324431
-0.631   1.13281   0.0330255
-0.632   1.13278   0.0336068
-0.633   1.13274   0.0341872
-0.634   1.13271   0.0347665
-0.635   1.13267   0.0353448
-0.636   1.13264   0.0359221
-0.637   1.1326   0.0364984
-0.638   1.13257   0.0370736
-0.639   1.13253   0.0376479
-0.64   1.13249   0.0382211
-0.641   1.13245   0.0387933
-0.642   1.13241   0.0393644
-0.643   1.13237   0.0399345
-0.644   1.13233   0.0405037
-0.645   1.13229   0.0410718
-0.646   1.13225   0.0416388
-0.647   1.13221   0.0422049
-0.648   1.13217   0.0427699
-0.649   1.13212   0.0433339
-0.65   1.13208   0.0438969
-0.651   1.13204   0.0444588
-0.652   1.13199   0.0450197
-0.653   1.13195   0.0455797
-0.654   1.1319   0.0461385
-0.655   1.13185   0.0466964
-0.656   1.13181   0.0472532
-0.657   1.13176   0.047809
-0.658   1.13171   0.0483638
-0.659   1.13166   0.0489176
-0.66   1.13161   0.0494703
-0.661   1.13156   0.050022
-0.662   1.13151   0.0505727
-0.663   1.13146   0.0511224
-0.664   1.13141   0.051671
-0.665   1.13136   0.0522186
-0.666   1.13131   0.0527652
-0.667   1.13125   0.0533108
-0.668   1.1312   0.0538553
-0.669   1.13115   0.0543988
-0.67   1.13109   0.0549413
-0.671   1.13104   0.0554828
-0.672   1.13098   0.0560232
-0.673   1.13092   0.0565627
-0.674   1.13087   0.0571011
-0.675   1.13081   0.0576384
-0.676   1.13075   0.0581748
-0.677   1.13069   0.0587101
-0.678   1.13063   0.0592444
-0.679   1.13057   0.0597776
-0.68   1.13051   0.0603099
-0.681   1.13045   0.0608411
-0.682   1.13039   0.0613713
-0.683   1.13033   0.0619004
-0.684   1.13027   0.0624286
-0.685   1.13021   0.0629557
-0.686   1.13014   0.0634818
-0.687   1.13008   0.0640068
-0.688   1.13001   0.0645309
-0.689   1.12995   0.0650539
-0.69   1.12988   0.0655759
-0.691   1.12982   0.0660968
-0.692   1.12975   0.0666168
-0.693   1.12969   0.0671357
-0.694   1.12962   0.0676536
-0.695   1.12955   0.0681704
-0.696   1.12948   0.0686863
-0.697   1.12941   0.0692011
-0.698   1.12934   0.0697149
-0.699   1.12927   0.0702276
-0.7   1.1292   0.0707394
-0.701   1.12913   0.0712501
-0.702   1.12906   0.0717598
-0.703   1.12899   0.0722685
-0.704   1.12892   0.0727761
-0.705   1.12884   0.0732827
-0.706   1.12877   0.0737883
-0.707   1.1287   0.0742929
-0.708   1.12862   0.0747964
-0.709   1.12855   0.075299
-0.71   1.12847   0.0758005
-0.711   1.12839   0.0763009
-0.712   1.12832   0.0768004
-0.713   1.12824   0.0772988
-0.714   1.12816   0.0777962
-0.715   1.12808   0.0782926
-0.716   1.12801   0.078788
-0.717   1.12793   0.0792823
-0.718   1.12785   0.0797756
-0.719   1.12777   0.0802679
-0.72   1.12769   0.0807592
-0.721   1.12761   0.0812494
-0.722   1.12752   0.0817386
-0.723   1.12744   0.0822268
-0.724   1.12736   0.082714
-0.725   1.12728   0.0832002
-0.726   1.12719   0.0836853
-0.727   1.12711   0.0841694
-0.728   1.12703   0.0846525
-0.729   1.12694   0.0851346
-0.73   1.12686   0.0856157
-0.731   1.12677   0.0860957
-0.732   1.12668   0.0865747
-0.733   1.1266   0.0870527
-0.734   1.12651   0.0875297
-0.735   1.12642   0.0880056
-0.736   1.12633   0.0884805
-0.737   1.12624   0.0889545
-0.738   1.12615   0.0894274
-0.739   1.12607   0.0898992
-0.74   1.12598   0.0903701
-0.741   1.12588   0.0908399
-0.742   1.12579   0.0913087
-0.743   1.1257   0.0917765
-0.744   1.12561   0.0922433
-0.745   1.12552   0.0927091
-0.746   1.12542   0.0931738
-0.747   1.12533   0.0936375
-0.748   1.12524   0.0941003
-0.749   1.12514   0.0945619
-0.75   1.12505   0.0950226
-0.751   1.12495   0.0954823
-0.752   1.12486   0.0959409
-0.753   1.12476   0.0963986
-0.754   1.12466   0.0968552
-0.755   1.12457   0.0973108
-0.756   1.12447   0.0977653
-0.757   1.12437   0.0982189
-0.758   1.12427   0.0986715
-0.759   1.12417   0.099123
-0.76   1.12408   0.0995735
-0.761   1.12398   0.100023
-0.762   1.12388   0.100472
-0.763   1.12377   0.100919
-0.764   1.12367   0.101365
-0.765   1.12357   0.101811
-0.766   1.12347   0.102255
-0.767   1.12337   0.102699
-0.768   1.12326   0.103141
-0.769   1.12316   0.103583
-0.77   1.12306   0.104023
-0.771   1.12295   0.104462
-0.772   1.12285   0.104901
-0.773   1.12274   0.105338
-0.774   1.12264   0.105775
-0.775   1.12253   0.10621
-0.776   1.12242   0.106644
-0.777   1.12232   0.107078
-0.778   1.12221   0.10751
-0.779   1.1221   0.107941
-0.78   1.12199   0.108371
-0.781   1.12189   0.108801
-0.782   1.12178   0.109229
-0.783   1.12167   0.109656
-0.784   1.12156   0.110083
-0.785   1.12145   0.110508
-0.786   1.12134   0.110932
-0.787   1.12123   0.111355
-0.788   1.12111   0.111778
-0.789   1.121   0.112199
-0.79   1.12089   0.112619
-0.791   1.12078   0.113038
-0.792   1.12066   0.113457
-0.793   1.12055   0.113874
-0.794   1.12044   0.11429
-0.795   1.12032   0.114705
-0.796   1.12021   0.11512
-0.797   1.12009   0.115533
-0.798   1.11998   0.115945
-0.799   1.11986   0.116356
-0.8   1.11974   0.116766
-0.801   1.11963   0.117176
-0.802   1.11951   0.117584
-0.803   1.11939   0.117991
-0.804   1.11927   0.118397
-0.805   1.11915   0.118803
-0.806   1.11903   0.119207
-0.807   1.11892   0.11961
-0.808   1.1188   0.120012
-0.809   1.11868   0.120413
-0.81   1.11855   0.120814
-0.811   1.11843   0.121213
-0.812   1.11831   0.121611
-0.813   1.11819   0.122008
-0.814   1.11807   0.122405
-0.815   1.11795   0.1228
-0.816   1.11782   0.123194
-0.817   1.1177   0.123587
-0.818   1.11758   0.12398
-0.819   1.11745   0.124371
-0.82   1.11733   0.124761
-0.821   1.1172   0.125151
-0.822   1.11708   0.125539
-0.823   1.11695   0.125926
-0.824   1.11682   0.126313
-0.825   1.1167   0.126698
-0.826   1.11657   0.127082
-0.827   1.11644   0.127466
-0.828   1.11632   0.127848
-0.829   1.11619   0.128229
-0.83   1.11606   0.12861
-0.831   1.11593   0.128989
-0.832   1.1158   0.129368
-0.833   1.11567   0.129745
-0.834   1.11554   0.130122
-0.835   1.11541   0.130497
-0.836   1.11528   0.130872
-0.837   1.11515   0.131245
-0.838   1.11502   0.131618
-0.839   1.11489   0.131989
-0.84   1.11476   0.13236
-0.841   1.11462   0.132729
-0.842   1.11449   0.133098
-0.843   1.11436   0.133466
-0.844   1.11422   0.133832
-0.845   1.11409   0.134198
-0.846   1.11395   0.134562
-0.847   1.11382   0.134926
-0.848   1.11368   0.135289
-0.849   1.11355   0.135651
-0.85   1.11341   0.136011
-0.851   1.11328   0.136371
-0.852   1.11314   0.13673
-0.853   1.113   0.137088
-0.854   1.11287   0.137445
-0.855   1.11273   0.137801
-0.856   1.11259   0.138156
-0.857   1.11245   0.138509
-0.858   1.11231   0.138862
-0.859   1.11217   0.139214
-0.86   1.11204   0.139566
-0.861   1.1119   0.139916
-0.862   1.11176   0.140265
-0.863   1.11161   0.140613
-0.864   1.11147   0.14096
-0.865   1.11133   0.141306
-0.866   1.11119   0.141651
-0.867   1.11105   0.141996
-0.868   1.11091   0.142339
-0.869   1.11077   0.142681
-0.87   1.11062   0.143023
-0.871   1.11048   0.143363
-0.872   1.11034   0.143702
-0.873   1.11019   0.144041
-0.874   1.11005   0.144378
-0.875   1.1099   0.144715
-0.876   1.10976   0.14505
-0.877   1.10961   0.145385
-0.878   1.10947   0.145719
-0.879   1.10932   0.146051
-0.88   1.10918   0.146383
-0.881   1.10903   0.146714
-0.882   1.10888   0.147044
-0.883   1.10873   0.147372
-0.884   1.10859   0.1477
-0.885   1.10844   0.148027
-0.886   1.10829   0.148353
-0.887   1.10814   0.148678
-0.888   1.10799   0.149002
-0.889   1.10784   0.149326
-0.89   1.10769   0.149648
-0.891   1.10755   0.149969
-0.892   1.10739   0.150289
-0.893   1.10724   0.150609
-0.894   1.10709   0.150927
-0.895   1.10694   0.151244
-0.896   1.10679   0.151561
-0.897   1.10664   0.151876
-0.898   1.10649   0.152191
-0.899   1.10634   0.152504
-0.9   1.10618   0.152817
-0.901   1.10603   0.153129
-0.902   1.10588   0.15344
-0.903   1.10572   0.15375
-0.904   1.10557   0.154058
-0.905   1.10541   0.154366
-0.906   1.10526   0.154673
-0.907   1.10511   0.154979
-0.908   1.10495   0.155285
-0.909   1.10479   0.155589
-0.91   1.10464   0.155892
-0.911   1.10448   0.156194
-0.912   1.10433   0.156496
-0.913   1.10417   0.156796
-0.914   1.10401   0.157096
-0.915   1.10386   0.157394
-0.916   1.1037   0.157692
-0.917   1.10354   0.157989
-0.918   1.10338   0.158284
-0.919   1.10322   0.158579
-0.92   1.10306   0.158873
-0.921   1.10291   0.159166
-0.922   1.10275   0.159458
-0.923   1.10259   0.159749
-0.924   1.10243   0.160039
-0.925   1.10227   0.160329
-0.926   1.10211   0.160617
-0.927   1.10195   0.160904
-0.928   1.10178   0.161191
-0.929   1.10162   0.161476
-0.93   1.10146   0.161761
-0.931   1.1013   0.162045
-0.932   1.10114   0.162327
-0.933   1.10098   0.162609
-0.934   1.10081   0.16289
-0.935   1.10065   0.16317
-0.936   1.10049   0.163449
-0.937   1.10032   0.163727
-0.938   1.10016   0.164005
-0.939   1.09999   0.164281
-0.94   1.09983   0.164556
-0.941   1.09967   0.164831
-0.942   1.0995   0.165104
-0.943   1.09934   0.165377
-0.944   1.09917   0.165649
-0.945   1.099   0.16592
-0.946   1.09884   0.166189
-0.947   1.09867   0.166458
-0.948   1.0985   0.166727
-0.949   1.09834   0.166994
-0.95   1.09817   0.16726
-0.951   1.098   0.167525
-0.952   1.09784   0.16779
-0.953   1.09767   0.168053
-0.954   1.0975   0.168316
-0.955   1.09733   0.168578
-0.956   1.09716   0.168838
-0.957   1.09699   0.169098
-0.958   1.09682   0.169357
-0.959   1.09665   0.169616
-0.96   1.09649   0.169873
-0.961   1.09632   0.170129
-0.962   1.09614   0.170384
-0.963   1.09597   0.170639
-0.964   1.0958   0.170893
-0.965   1.09563   0.171145
-0.966   1.09546   0.171397
-0.967   1.09529   0.171648
-0.968   1.09512   0.171898
-0.969   1.09495   0.172147
-0.97   1.09477   0.172395
-0.971   1.0946   0.172643
-0.972   1.09443   0.172889
-0.973   1.09426   0.173135
-0.974   1.09408   0.173379
-0.975   1.09391   0.173623
-0.976   1.09373   0.173866
-0.977   1.09356   0.174108
-0.978   1.09339   0.174349
-0.979   1.09321   0.174589
-0.98   1.09304   0.174829
-0.981   1.09286   0.175067
-0.982   1.09269   0.175305
-0.983   1.09251   0.175541
-0.984   1.09234   0.175777
-0.985   1.09216   0.176012
-0.986   1.09198   0.176246
-0.987   1.09181   0.176479
-0.988   1.09163   0.176712
-0.989   1.09145   0.176943
-0.99   1.09128   0.177174
-0.991   1.0911   0.177403
-0.992   1.09092   0.177632
-0.993   1.09074   0.17786
-0.994   1.09057   0.178087
-0.995   1.09039   0.178313
-0.996   1.09021   0.178538
-0.997   1.09003   0.178763
-0.998   1.08985   0.178986
-0.999   1.08967   0.179209
-1   1.08949   0.179431
-1.001   1.08931   0.179652
-1.002   1.08914   0.179872
-1.003   1.08896   0.180091
-1.004   1.08877   0.180309
-1.005   1.08859   0.180527
-1.006   1.08841   0.180743
-1.007   1.08823   0.180959
-1.008   1.08805   0.181174
-1.009   1.08787   0.181388
-1.01   1.08769   0.181601
-1.011   1.08751   0.181814
-1.012   1.08733   0.182025
-1.013   1.08714   0.182236
-1.014   1.08696   0.182445
-1.015   1.08678   0.182654
-1.016   1.0866   0.182862
-1.017   1.08641   0.18307
-1.018   1.08623   0.183276
-1.019   1.08605   0.183481
-1.02   1.08586   0.183686
-1.021   1.08568   0.18389
-1.022   1.08549   0.184093
-1.023   1.08531   0.184295
-1.024   1.08513   0.184496
-1.025   1.08494   0.184696
-1.026   1.08476   0.184896
-1.027   1.08457   0.185095
-1.028   1.08439   0.185292
-1.029   1.0842   0.185489
-1.03   1.08402   0.185686
-1.031   1.08383   0.185881
-1.032   1.08364   0.186075
-1.033   1.08346   0.186269
-1.034   1.08327   0.186462
-1.035   1.08308   0.186654
-1.036   1.0829   0.186845
-1.037   1.08271   0.187035
-1.038   1.08252   0.187225
-1.039   1.08234   0.187413
-1.04   1.08215   0.187601
-1.041   1.08196   0.187788
-1.042   1.08177   0.187974
-1.043   1.08159   0.18816
-1.044   1.0814   0.188344
-1.045   1.08121   0.188528
-1.046   1.08102   0.188711
-1.047   1.08083   0.188893
-1.048   1.08064   0.189074
-1.049   1.08045   0.189254
-1.05   1.08026   0.189434
-1.051   1.08007   0.189612
-1.052   1.07988   0.18979
-1.053   1.07969   0.189967
-1.054   1.0795   0.190144
-1.055   1.07931   0.190319
-1.056   1.07912   0.190494
-1.057   1.07893   0.190667
-1.058   1.07874   0.19084
-1.059   1.07855   0.191013
-1.06   1.07836   0.191184
-1.061   1.07817   0.191354
-1.062   1.07798   0.191524
-1.063   1.07779   0.191693
-1.064   1.07759   0.191861
-1.065   1.0774   0.192028
-1.066   1.07721   0.192195
-1.067   1.07702   0.192361
-1.068   1.07683   0.192526
-1.069   1.07663   0.19269
-1.07   1.07644   0.192853
-1.071   1.07625   0.193015
-1.072   1.07605   0.193177
-1.073   1.07586   0.193338
-1.074   1.07567   0.193498
-1.075   1.07547   0.193657
-1.076   1.07528   0.193816
-1.077   1.07509   0.193973
-1.078   1.07489   0.19413
-1.079   1.0747   0.194286
-1.08   1.0745   0.194442
-1.081   1.07431   0.194596
-1.082   1.07411   0.19475
-1.083   1.07392   0.194903
-1.084   1.07372   0.195055
-1.085   1.07353   0.195206
-1.086   1.07333   0.195357
-1.087   1.07314   0.195507
-1.088   1.07294   0.195656
-1.089   1.07275   0.195804
-1.09   1.07255   0.195951
-1.091   1.07236   0.196098
-1.092   1.07216   0.196244
-1.093   1.07196   0.196389
-1.094   1.07177   0.196533
-1.095   1.07157   0.196677
-1.096   1.07137   0.196819
-1.097   1.07118   0.196961
-1.098   1.07098   0.197102
-1.099   1.07078   0.197243
-1.1   1.07059   0.197382
-1.101   1.07039   0.197521
-1.102   1.07019   0.197659
-1.103   1.06999   0.197797
-1.104   1.06979   0.197933
-1.105   1.0696   0.198069
-1.106   1.0694   0.198204
-1.107   1.0692   0.198338
-1.108   1.069   0.198472
-1.109   1.0688   0.198605
-1.11   1.0686   0.198736
-1.111   1.06841   0.198868
-1.112   1.06821   0.198998
-1.113   1.06801   0.199128
-1.114   1.06781   0.199257
-1.115   1.06761   0.199385
-1.116   1.06741   0.199512
-1.117   1.06721   0.199639
-1.118   1.06701   0.199765
-1.119   1.06681   0.19989
-1.12   1.06661   0.200014
-1.121   1.06641   0.200138
-1.122   1.06621   0.200261
-1.123   1.06601   0.200383
-1.124   1.06581   0.200504
-1.125   1.06561   0.200625
-1.126   1.06541   0.200745
-1.127   1.06521   0.200864
-1.128   1.06501   0.200982
-1.129   1.06481   0.2011
-1.13   1.0646   0.201217
-1.131   1.0644   0.201333
-1.132   1.0642   0.201448
-1.133   1.064   0.201563
-1.134   1.0638   0.201677
-1.135   1.0636   0.20179
-1.136   1.0634   0.201903
-1.137   1.06319   0.202014
-1.138   1.06299   0.202125
-1.139   1.06279   0.202236
-1.14   1.06259   0.202345
-1.141   1.06238   0.202454
-1.142   1.06218   0.202562
-1.143   1.06198   0.202669
-1.144   1.06178   0.202776
-1.145   1.06157   0.202882
-1.146   1.06137   0.202987
-1.147   1.06117   0.203091
-1.148   1.06096   0.203195
-1.149   1.06076   0.203298
-1.15   1.06056   0.2034
-1.151   1.06035   0.203502
-1.152   1.06015   0.203603
-1.153   1.05995   0.203703
-1.154   1.05974   0.203802
-1.155   1.05954   0.203901
-1.156   1.05934   0.203999
-1.157   1.05913   0.204096
-1.158   1.05893   0.204193
-1.159   1.05872   0.204288
-1.16   1.05852   0.204384
-1.161   1.05831   0.204478
-1.162   1.05811   0.204572
-1.163   1.05791   0.204665
-1.164   1.0577   0.204757
-1.165   1.0575   0.204848
-1.166   1.05729   0.204939
-1.167   1.05709   0.205029
-1.168   1.05688   0.205119
-1.169   1.05668   0.205208
-1.17   1.05647   0.205296
-1.171   1.05627   0.205383
-1.172   1.05606   0.20547
-1.173   1.05585   0.205556
-1.174   1.05565   0.205641
-1.175   1.05544   0.205725
-1.176   1.05524   0.205809
-1.177   1.05503   0.205892
-1.178   1.05483   0.205975
-1.179   1.05462   0.206057
-1.18   1.05441   0.206138
-1.181   1.05421   0.206218
-1.182   1.054   0.206298
-1.183   1.05379   0.206377
-1.184   1.05359   0.206455
-1.185   1.05338   0.206533
-1.186   1.05317   0.20661
-1.187   1.05297   0.206686
-1.188   1.05276   0.206762
-1.189   1.05255   0.206837
-1.19   1.05235   0.206911
-1.191   1.05214   0.206985
-1.192   1.05193   0.207058
-1.193   1.05173   0.20713
-1.194   1.05152   0.207201
-1.195   1.05131   0.207272
-1.196   1.05111   0.207343
-1.197   1.0509   0.207412
-1.198   1.05069   0.207481
-1.199   1.05048   0.207549
-1.2   1.05028   0.207617
-1.201   1.05007   0.207683
-1.202   1.04986   0.20775
-1.203   1.04965   0.207815
-1.204   1.04944   0.20788
-1.205   1.04924   0.207944
-1.206   1.04903   0.208008
-1.207   1.04882   0.208071
-1.208   1.04861   0.208133
-1.209   1.0484   0.208195
-1.21   1.0482   0.208255
-1.211   1.04799   0.208316
-1.212   1.04778   0.208375
-1.213   1.04757   0.208434
-1.214   1.04736   0.208493
-1.215   1.04715   0.20855
-1.216   1.04695   0.208607
-1.217   1.04674   0.208663
-1.218   1.04653   0.208719
-1.219   1.04632   0.208774
-1.22   1.04611   0.208829
-1.221   1.0459   0.208882
-1.222   1.04569   0.208935
-1.223   1.04548   0.208988
-1.224   1.04527   0.20904
-1.225   1.04507   0.209091
-1.226   1.04486   0.209141
-1.227   1.04465   0.209191
-1.228   1.04444   0.209241
-1.229   1.04423   0.209289
-1.23   1.04402   0.209337
-1.231   1.04381   0.209385
-1.232   1.0436   0.209431
-1.233   1.04339   0.209477
-1.234   1.04318   0.209523
-1.235   1.04297   0.209568
-1.236   1.04276   0.209612
-1.237   1.04255   0.209655
-1.238   1.04234   0.209698
-1.239   1.04213   0.209741
-1.24   1.04192   0.209782
-1.241   1.04171   0.209824
-1.242   1.0415   0.209864
-1.243   1.04129   0.209904
-1.244   1.04108   0.209943
-1.245   1.04087   0.209982
-1.246   1.04066   0.21002
-1.247   1.04045   0.210057
-1.248   1.04024   0.210094
-1.249   1.04003   0.21013
-1.25   1.03982   0.210165
-1.251   1.03961   0.2102
-1.252   1.0394   0.210235
-1.253   1.03919   0.210268
-1.254   1.03898   0.210301
-1.255   1.03877   0.210334
-1.256   1.03856   0.210366
-1.257   1.03835   0.210397
-1.258   1.03814   0.210427
-1.259   1.03793   0.210458
-1.26   1.03772   0.210487
-1.261   1.03751   0.210516
-1.262   1.0373   0.210544
-1.263   1.03709   0.210572
-1.264   1.03688   0.210599
-1.265   1.03667   0.210625
-1.266   1.03646   0.210651
-1.267   1.03625   0.210676
-1.268   1.03604   0.210701
-1.269   1.03583   0.210725
-1.27   1.03561   0.210749
-1.271   1.0354   0.210771
-1.272   1.03519   0.210794
-1.273   1.03498   0.210815
-1.274   1.03477   0.210837
-1.275   1.03456   0.210857
-1.276   1.03435   0.210877
-1.277   1.03414   0.210896
-1.278   1.03393   0.210915
-1.279   1.03372   0.210933
-1.28   1.03351   0.210951
-1.281   1.03329   0.210968
-1.282   1.03308   0.210985
-1.283   1.03287   0.211
-1.284   1.03266   0.211016
-1.285   1.03245   0.21103
-1.286   1.03224   0.211045
-1.287   1.03203   0.211058
-1.288   1.03182   0.211071
-1.289   1.03161   0.211084
-1.29   1.0314   0.211096
-1.291   1.03118   0.211107
-1.292   1.03097   0.211118
-1.293   1.03076   0.211128
-1.294   1.03055   0.211137
-1.295   1.03034   0.211147
-1.296   1.03013   0.211155
-1.297   1.02992   0.211163
-1.298   1.02971   0.21117
-1.299   1.0295   0.211177
-1.3   1.02928   0.211183
-1.301   1.02907   0.211189
-1.302   1.02886   0.211194
-1.303   1.02865   0.211199
-1.304   1.02844   0.211203
-1.305   1.02823   0.211206
-1.306   1.02802   0.211209
-1.307   1.02781   0.211212
-1.308   1.02759   0.211213
-1.309   1.02738   0.211215
-1.31   1.02717   0.211215
-1.311   1.02696   0.211216
-1.312   1.02675   0.211215
-1.313   1.02654   0.211214
-1.314   1.02633   0.211213
-1.315   1.02612   0.211211
-1.316   1.0259   0.211208
-1.317   1.02569   0.211205
-1.318   1.02548   0.211202
-1.319   1.02527   0.211198
-1.32   1.02506   0.211193
-1.321   1.02485   0.211188
-1.322   1.02464   0.211182
-1.323   1.02443   0.211176
-1.324   1.02422   0.211169
-1.325   1.024   0.211162
-1.326   1.02379   0.211154
-1.327   1.02358   0.211145
-1.328   1.02337   0.211136
-1.329   1.02316   0.211127
-1.33   1.02295   0.211117
-1.331   1.02274   0.211106
-1.332   1.02253   0.211095
-1.333   1.02232   0.211084
-1.334   1.0221   0.211072
-1.335   1.02189   0.211059
-1.336   1.02168   0.211046
-1.337   1.02147   0.211032
-1.338   1.02126   0.211018
-1.339   1.02105   0.211004
-1.34   1.02084   0.210989
-1.341   1.02063   0.210973
-1.342   1.02042   0.210957
-1.343   1.0202   0.21094
-1.344   1.01999   0.210923
-1.345   1.01978   0.210905
-1.346   1.01957   0.210887
-1.347   1.01936   0.210868
-1.348   1.01915   0.210849
-1.349   1.01894   0.210829
-1.35   1.01873   0.210809
-1.351   1.01852   0.210788
-1.352   1.01831   0.210767
-1.353   1.0181   0.210745
-1.354   1.01789   0.210723
-1.355   1.01768   0.2107
-1.356   1.01746   0.210677
-1.357   1.01725   0.210653
-1.358   1.01704   0.210629
-1.359   1.01683   0.210604
-1.36   1.01662   0.210579
-1.361   1.01641   0.210553
-1.362   1.0162   0.210527
-1.363   1.01599   0.2105
-1.364   1.01578   0.210473
-1.365   1.01557   0.210446
-1.366   1.01536   0.210417
-1.367   1.01515   0.210389
-1.368   1.01494   0.21036
-1.369   1.01473   0.21033
-1.37   1.01452   0.2103
-1.371   1.01431   0.210269
-1.372   1.0141   0.210238
-1.373   1.01389   0.210207
-1.374   1.01368   0.210175
-1.375   1.01347   0.210142
-1.376   1.01326   0.210109
-1.377   1.01305   0.210076
-1.378   1.01284   0.210042
-1.379   1.01263   0.210008
-1.38   1.01242   0.209973
-1.381   1.01221   0.209938
-1.382   1.012   0.209902
-1.383   1.01179   0.209866
-1.384   1.01158   0.209829
-1.385   1.01137   0.209792
-1.386   1.01116   0.209754
-1.387   1.01095   0.209716
-1.388   1.01074   0.209678
-1.389   1.01053   0.209639
-1.39   1.01032   0.209599
-1.391   1.01011   0.209559
-1.392   1.0099   0.209519
-1.393   1.00969   0.209478
-1.394   1.00948   0.209437
-1.395   1.00927   0.209395
-1.396   1.00906   0.209353
-1.397   1.00885   0.20931
-1.398   1.00864   0.209267
-1.399   1.00843   0.209223
-1.4   1.00822   0.209179
-1.401   1.00802   0.209135
-1.402   1.00781   0.20909
-1.403   1.0076   0.209045
-1.404   1.00739   0.208999
-1.405   1.00718   0.208953
-1.406   1.00697   0.208906
-1.407   1.00676   0.208859
-1.408   1.00655   0.208811
-1.409   1.00634   0.208763
-1.41   1.00613   0.208715
-1.411   1.00593   0.208666
-1.412   1.00572   0.208617
-1.413   1.00551   0.208567
-1.414   1.0053   0.208517
-1.415   1.00509   0.208466
-1.416   1.00488   0.208415
-1.417   1.00467   0.208364
-1.418   1.00447   0.208312
-1.419   1.00426   0.20826
-1.42   1.00405   0.208207
-1.421   1.00384   0.208154
-1.422   1.00363   0.2081
-1.423   1.00343   0.208046
-1.424   1.00322   0.207992
-1.425   1.00301   0.207937
-1.426   1.0028   0.207881
-1.427   1.00259   0.207826
-1.428   1.00239   0.20777
-1.429   1.00218   0.207713
-1.43   1.00197   0.207656
-1.431   1.00176   0.207599
-1.432   1.00156   0.207541
-1.433   1.00135   0.207483
-1.434   1.00114   0.207424
-1.435   1.00093   0.207365
-1.436   1.00073   0.207306
-1.437   1.00052   0.207246
-1.438   1.00031   0.207186
-1.439   1.0001   0.207125
-1.44   0.999897   0.207064
-1.441   0.99969   0.207002
-1.442   0.999483   0.20694
-1.443   0.999276   0.206878
-1.444   0.999069   0.206816
-1.445   0.998863   0.206752
-1.446   0.998656   0.206689
-1.447   0.998449   0.206625
-1.448   0.998243   0.206561
-1.449   0.998036   0.206496
-1.45   0.99783   0.206431
-1.451   0.997623   0.206366
-1.452   0.997417   0.2063
-1.453   0.997211   0.206234
-1.454   0.997004   0.206167
-1.455   0.996798   0.2061
-1.456   0.996592   0.206032
-1.457   0.996386   0.205965
-1.458   0.99618   0.205896
-1.459   0.995974   0.205828
-1.46   0.995769   0.205759
-1.461   0.995563   0.20569
-1.462   0.995357   0.20562
-1.463   0.995152   0.20555
-1.464   0.994946   0.205479
-1.465   0.994741   0.205408
-1.466   0.994535   0.205337
-1.467   0.99433   0.205265
-1.468   0.994125   0.205193
-1.469   0.99392   0.205121
-1.47   0.993714   0.205048
-1.471   0.993509   0.204975
-1.472   0.993305   0.204902
-1.473   0.9931   0.204828
-1.474   0.992895   0.204754
-1.475   0.99269   0.204679
-1.476   0.992486   0.204604
-1.477   0.992281   0.204529
-1.478   0.992076   0.204453
-1.479   0.991872   0.204377
-1.48   0.991668   0.2043
-1.481   0.991463   0.204224
-1.482   0.991259   0.204146
-1.483   0.991055   0.204069
-1.484   0.990851   0.203991
-1.485   0.990647   0.203913
-1.486   0.990443   0.203834
-1.487   0.99024   0.203755
-1.488   0.990036   0.203676
-1.489   0.989832   0.203596
-1.49   0.989629   0.203516
-1.491   0.989425   0.203436
-1.492   0.989222   0.203355
-1.493   0.989018   0.203274
-1.494   0.988815   0.203193
-1.495   0.988612   0.203111
-1.496   0.988409   0.203029
-1.497   0.988206   0.202946
-1.498   0.988003   0.202863
-1.499   0.9878   0.20278
-1.5   0.987598   0.202697
-1.501   0.987395   0.202613
-1.502   0.987192   0.202529
-1.503   0.98699   0.202444
-1.504   0.986787   0.202359
-1.505   0.986585   0.202274
